chr,bin_index,bin_start,bin_end,CTCF,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K9ac,H4K20me1,gc_content,mfe_kcal,tm_celsius,Normalized efficacy
chr21,25893,5178601,5178800,0,0,0,0,0,0,0,0,0,,,,
chr21,25894,5178801,5179000,0,0,0,0,0,0,0,0,0,,,,
chr21,25895,5179001,5179200,0,0,0,0,0,0,0,0,0,,,,
chr21,25896,5179201,5179400,0,0,0,0,0,0,0,0,0,,,,
chr21,25897,5179401,5179600,0,0,0,0,0,0,0,0,0,,,,
chr21,25898,5179601,5179800,0,0,0,0,0,0,0,0,0,,,,
chr21,25899,5179801,5180000,0,0,0,0,0,0,0,0,0,,,,
chr21,25900,5180001,5180200,0,0,0,0,0,0,0,0,0,,,,
chr21,25901,5180201,5180400,0,0,0,0,0,0,0,0,0,,,,
chr21,25902,5180401,5180600,0,0,0,0,0,0,0,0,0,,,,
chr21,25903,5180601,5180800,0,0,0,0,0,0,0,0,0,,,,
chr21,25904,5180801,5181000,0,0,0,0,0,0,0,0,0,,,,
chr21,25905,5181001,5181200,0,0,0,0,0,0,0,0,0,,,,
chr21,25906,5181201,5181400,0,0,0,0,0,0,0,0,0,,,,
chr21,25907,5181401,5181600,0,0,0,0,0,0,0,0,0,,,,
chr21,25908,5181601,5181800,0,0,0,0,0,0,0,0,0,,,,
chr21,25909,5181801,5182000,0,0,0,0,0,0,0,0,0,,,,
chr21,25910,5182001,5182200,0,0,0,0,0,0,0,0,0,,,,
chr21,25911,5182201,5182400,0,0,0,0,0,0,0,0,0,,,,
chr21,25912,5182401,5182600,0,0,0,0,0,0,0,0,0,,,,
chr21,25913,5182601,5182800,0,0,0,0,0,0,0,0,0,,,,
chr21,25914,5182801,5183000,0,0,0,0,0,0,0,0,0,,,,
chr21,25915,5183001,5183200,0,0,0,0,0,0,0,0,0,,,,
chr21,25916,5183201,5183400,0,0,0,0,0,0,0,0,0,,,,
chr21,25917,5183401,5183600,0,0,0,0,0,0,0,0,0,,,,
chr21,25918,5183601,5183800,0,0,0,0,0,0,0,0,0,,,,
chr21,25919,5183801,5184000,0,0,0,0,0,0,0,0,0,,,,
chr21,25920,5184001,5184200,0,0,0,0,0,0,0,0,0,,,,
chr21,25921,5184201,5184400,0,0,0,0,0,0,0,0,0,,,,
chr21,25922,5184401,5184600,0,0,0,0,0,0,0,0,0,,,,
chr21,25923,5184601,5184800,0,0,0,0,0,0,0,0,0,,,,
chr21,25924,5184801,5185000,0,0,0,0,0,0,0,0,0,,,,
chr21,25925,5185001,5185200,0,0,0,0,0,0,0,0,0,,,,
chr21,25926,5185201,5185400,0,0,0,0,0,0,0,0,0,,,,
chr21,25927,5185401,5185600,0,0,0,0,0,0,0,0,0,,,,
chr21,25928,5185601,5185800,0,0,0,0,0,0,0,0,0,,,,
chr21,25929,5185801,5186000,0,0,0,0,0,0,0,0,0,,,,
chr21,25930,5186001,5186200,0,0,0,0,0,0,0,0,0,,,,
chr21,25931,5186201,5186400,0,0,0,0,0,0,0,0,0,,,,
chr21,25932,5186401,5186600,0,0,0,0,0,0,0,0,0,,,,
chr21,25933,5186601,5186800,0,0,0,0,0,0,0,0,0,,,,
chr21,25934,5186801,5187000,0,0,0,0,0,0,0,0,0,,,,
chr21,25935,5187001,5187200,0,0,0,0,0,0,0,0,0,,,,
chr21,25936,5187201,5187400,0,0,0,0,0,0,0,0,0,,,,
chr21,25937,5187401,5187600,0,0,0,0,0,0,0,0,0,,,,
chr21,25938,5187601,5187800,0,0,0,0,0,0,0,0,0,,,,
chr21,25939,5187801,5188000,0,0,0,0,0,0,0,0,0,,,,
chr21,25940,5188001,5188200,0,0,0,0,0,0,0,0,0,,,,
chr21,25941,5188201,5188400,0,0,0,0,0,0,0,0,0,,,,
chr21,25942,5188401,5188600,0,0,0,0,0,0,0,0,0,,,,
chr21,25943,5188601,5188800,0,0,0,0,0,0,0,0,0,,,,
chr21,25944,5188801,5189000,0,0,0,0,0,0,0,0,0,,,,
chr21,25945,5189001,5189200,0,0,0,0,0,0,0,0,0,,,,
chr21,25946,5189201,5189400,0,0,0,0,0,0,0,0,0,,,,
chr21,25947,5189401,5189600,0,0,0,0,0,0,0,0,0,,,,
chr21,25948,5189601,5189800,0,0,0,0,0,0,0,0,0,,,,
chr21,25949,5189801,5190000,0,0,0,0,0,0,0,0,0,,,,
chr21,25950,5190001,5190200,0,0,0,0,0,0,0,0,0,,,,
chr21,25951,5190201,5190400,0,0,0,0,0,0,0,0,0,,,,
chr21,25952,5190401,5190600,0,0,0,0,0,0,0,0,0,,,,
chr21,25953,5190601,5190800,0,0,0,0,0,0,0,0,0,,,,
chr21,25954,5190801,5191000,0,0,0,0,0,0,0,0,0,,,,
chr21,25955,5191001,5191200,0,0,0,0,0,0,0,0,0,,,,
chr21,25956,5191201,5191400,0,0,0,0,0,0,0,0,0,,,,
chr21,25957,5191401,5191600,0,0,0,0,0,0,0,0,0,,,,
chr21,25958,5191601,5191800,0,0,0,0,0,0,0,0,0,,,,
chr21,25959,5191801,5192000,0,0,0,0,0,0,0,0,0,,,,
chr21,25960,5192001,5192200,0,0,0,0,0,0,0,0,0,,,,
chr21,25961,5192201,5192400,0,0,0,0,0,0,0,0,0,,,,
chr21,25962,5192401,5192600,0,0,0,0,0,0,0,0,0,,,,
chr21,25963,5192601,5192800,0,0,0,0,0,0,0,0,0,,,,
chr21,25964,5192801,5193000,0,0,0,0,0,0,0,0,0,,,,
chr21,25965,5193001,5193200,0,0,0,0,0,0,0,0,0,,,,
chr21,25966,5193201,5193400,0,0,0,0,0,0,0,0,0,,,,
chr21,25967,5193401,5193600,0,0,0,0,0,0,0,0,0,,,,
chr21,25968,5193601,5193800,0,0,0,0,0,0,0,0,0,,,,
chr21,25969,5193801,5194000,0,0,0,0,0,0,0,0,0,,,,
chr21,25970,5194001,5194200,0,0,0,0,0,0,0,0,0,,,,
chr21,25971,5194201,5194400,0,0,0,0,0,0,0,0,0,,,,
chr21,25972,5194401,5194600,0,0,0,0,0,0,0,0,0,,,,
chr21,25973,5194601,5194800,0,0,0,0,0,0,0,0,0,,,,
chr21,25974,5194801,5195000,0,0,0,0,0,0,0,0,0,,,,
chr21,25975,5195001,5195200,0,0,0,0,0,0,0,0,0,,,,
chr21,25976,5195201,5195400,0,0,0,0,0,0,0,0,0,,,,
chr21,25977,5195401,5195600,0,0,0,0,0,0,0,0,0,,,,
chr21,25978,5195601,5195800,0,0,0,0,0,0,0,0,0,,,,
chr21,25979,5195801,5196000,0,0,0,0,0,0,0,0,0,,,,
chr21,25980,5196001,5196200,0,0,0,0,0,0,0,0,0,,,,
chr21,25981,5196201,5196400,0,0,0,0,0,0,0,0,0,,,,
chr21,25982,5196401,5196600,0,0,0,0,0,0,0,0,0,,,,
chr21,25983,5196601,5196800,0,0,0,0,0,0,0,0,0,,,,
chr21,25984,5196801,5197000,0,0,0,0,0,0,0,0,0,,,,
chr21,25985,5197001,5197200,0,0,0,0,0,0,0,0,0,,,,
chr21,25986,5197201,5197400,0,0,0,0,0,0,0,0,0,,,,
chr21,25987,5197401,5197600,0,0,0,0,0,0,0,0,0,,,,
chr21,25988,5197601,5197800,0,0,0,0,0,0,0,0,0,,,,
chr21,25989,5197801,5198000,0,0,0,0,0,0,0,0,0,,,,
chr21,25990,5198001,5198200,0,0,0,0,0,0,0,0,0,,,,
chr21,25991,5198201,5198400,0,0,0,0,0,0,0,0,0,,,,
chr21,25992,5198401,5198600,0,0,0,0,0,0,0,0,0,,,,
chr21,25993,5198601,5198800,0,0,0,0,0,0,0,0,0,,,,
chr21,25994,5198801,5199000,0,0,0,0,0,0,0,0,0,,,,
chr21,25995,5199001,5199200,0,0,0,0,0,0,0,0,0,,,,
chr21,25996,5199201,5199400,0,0,0,0,0,0,0,0,0,,,,
chr21,25997,5199401,5199600,0,0,0,0,0,0,0,0,0,,,,
chr21,25998,5199601,5199800,0,0,0,0,0,0,0,0,0,,,,
chr21,25999,5199801,5200000,0,0,0,0,0,0,0,0,0,,,,
chr21,26000,5200001,5200200,0,0,0,0,0,0,0,0,0,,,,
chr21,26001,5200201,5200400,0,0,0,0,0,0,0,0,0,,,,
chr21,26002,5200401,5200600,0,0,0,0,0,0,0,0,0,,,,
chr21,26003,5200601,5200800,0,0,0,0,0,0,0,0,0,,,,
chr21,26004,5200801,5201000,0,0,0,0,0,0,0,0,0,,,,
chr21,26005,5201001,5201200,0,0,0,0,0,0,0,0,0,,,,
chr21,26006,5201201,5201400,0,0,0,0,0,0,0,0,0,,,,
chr21,26007,5201401,5201600,0,0,0,0,0,0,0,0,0,,,,
chr21,26008,5201601,5201800,0,0,0,0,0,0,0,0,0,,,,
chr21,26009,5201801,5202000,0,0,0,0,0,0,0,0,0,,,,
chr21,26010,5202001,5202200,0,0,0,0,0,0,0,0,0,,,,
chr21,26011,5202201,5202400,0,0,0,0,0,0,0,0,0,,,,
chr21,26012,5202401,5202600,0,0,0,0,0,0,0,0,0,,,,
chr21,26013,5202601,5202800,0,0,0,0,0,0,0,0,0,,,,
chr21,26014,5202801,5203000,0,0,0,0,0,0,0,0,0,,,,
chr21,26015,5203001,5203200,0,0,0,0,0,0,0,0,0,,,,
chr21,26016,5203201,5203400,0,0,0,0,0,0,0,0,0,,,,
chr21,26017,5203401,5203600,0,0,0,0,0,0,0,0,0,,,,
chr21,26018,5203601,5203800,0,0,0,0,0,0,0,0,0,,,,
chr21,26019,5203801,5204000,0,0,0,0,0,0,0,0,0,,,,
chr21,26020,5204001,5204200,0,0,0,0,0,0,0,0,0,,,,
chr21,26021,5204201,5204400,0,0,0,0,0,0,0,0,0,,,,
chr21,26022,5204401,5204600,0,0,0,0,0,0,0,0,0,,,,
chr21,26023,5204601,5204800,0,0,0,0,0,0,0,0,0,,,,
chr21,26024,5204801,5205000,0,0,0,0,0,0,0,0,0,,,,
chr21,26025,5205001,5205200,0,0,0,0,0,0,0,0,0,,,,
chr21,26026,5205201,5205400,0,0,0,0,0,0,0,0,0,,,,
chr21,26027,5205401,5205600,0,0,0,0,0,0,0,0,0,,,,
chr21,26028,5205601,5205800,0,0,0,0,0,0,0,0,0,,,,
chr21,26029,5205801,5206000,0,0,0,0,0,0,0,0,0,,,,
chr21,26030,5206001,5206200,0,0,0,0,0,0,0,0,0,,,,
chr21,26031,5206201,5206400,0,0,0,0,0,0,0,0,0,,,,
chr21,26032,5206401,5206600,0,0,0,0,0,0,0,0,0,,,,
chr21,26033,5206601,5206800,0,0,0,0,0,0,0,0,0,,,,
chr21,26034,5206801,5207000,0,0,0,0,0,0,0,0,0,,,,
chr21,26035,5207001,5207200,0,0,0,0,0,0,0,0,0,,,,
chr21,26036,5207201,5207400,0,0,0,0,0,0,0,0,0,,,,
chr21,26037,5207401,5207600,0,0,0,0,0,0,0,0,0,,,,
chr21,26038,5207601,5207800,0,0,0,0,0,0,0,0,0,,,,
chr21,26039,5207801,5208000,0,0,0,0,0,0,0,0,0,,,,
chr21,26040,5208001,5208200,0,0,0,0,0,0,0,0,0,,,,
chr21,26041,5208201,5208400,0,0,0,0,0,0,0,0,0,,,,
chr21,26042,5208401,5208600,0,0,0,0,0,0,0,0,0,,,,
chr21,26043,5208601,5208800,0,0,0,0,0,0,0,0,0,,,,
chr21,26044,5208801,5209000,0,0,0,0,0,0,0,0,0,,,,
chr21,26045,5209001,5209200,0,0,0,0,0,0,0,0,0,,,,
chr21,26046,5209201,5209400,0,0,0,0,0,0,0,0,0,,,,
chr21,26047,5209401,5209600,0,0,0,0,0,0,0,0,0,,,,
chr21,26048,5209601,5209800,0,0,0,0,0,0,0,0,0,,,,
chr21,26049,5209801,5210000,0,0,0,0,0,0,0,0,0,,,,
chr21,26050,5210001,5210200,0,0,0,0,0,0,0,0,0,,,,
chr21,26051,5210201,5210400,0,0,0,0,0,0,0,0,0,,,,
chr21,26052,5210401,5210600,0,0,0,0,0,0,0,0,0,,,,
chr21,26053,5210601,5210800,0,0,0,0,0,0,0,0,0,,,,
chr21,26054,5210801,5211000,0,0,0,0,0,0,0,0,0,,,,
chr21,26055,5211001,5211200,0,0,0,0,0,0,0,0,0,,,,
chr21,26056,5211201,5211400,0,0,0,0,0,0,0,0,0,,,,
chr21,26057,5211401,5211600,0,0,0,0,0,0,0,0,0,,,,
chr21,26058,5211601,5211800,0,0,0,0,0,0,0,0,0,,,,
chr21,26059,5211801,5212000,0,0,0,0,0,0,0,0,0,,,,
chr21,26060,5212001,5212200,0,0,0,0,0,0,0,0,0,,,,
chr21,26061,5212201,5212400,0,0,0,0,0,0,0,0,0,,,,
chr21,26062,5212401,5212600,0,0,0,0,0,0,0,0,0,,,,
chr21,26063,5212601,5212800,0,0,0,0,0,0,0,0,0,,,,
chr21,26064,5212801,5213000,0,0,0,0,0,0,0,0,0,,,,
chr21,26065,5213001,5213200,0,0,0,0,0,0,0,0,0,,,,
chr21,26066,5213201,5213400,0,0,0,0,0,0,0,0,0,,,,
chr21,26067,5213401,5213600,0,0,0,0,0,0,0,0,0,,,,
chr21,26068,5213601,5213800,0,0,0,0,0,0,0,0,0,,,,
chr21,26069,5213801,5214000,0,0,0,0,0,0,0,0,0,,,,
chr21,26070,5214001,5214200,0,0,0,0,0,0,0,0,0,,,,
chr21,26071,5214201,5214400,0,0,0,0,0,0,0,0,0,,,,
chr21,26072,5214401,5214600,0,0,0,0,0,0,0,0,0,,,,
chr21,26073,5214601,5214800,0,0,0,0,0,0,0,0,0,,,,
chr21,26074,5214801,5215000,0,0,0,0,0,0,0,0,0,,,,
chr21,26075,5215001,5215200,0,0,0,0,0,0,0,0,0,,,,
chr21,26076,5215201,5215400,0,0,0,0,0,0,0,0,0,,,,
chr21,26077,5215401,5215600,0,0,0,0,0,0,0,0,0,,,,
chr21,26078,5215601,5215800,0,0,0,0,0,0,0,0,0,,,,
chr21,26079,5215801,5216000,0,0,0,0,0,0,0,0,0,,,,
chr21,26080,5216001,5216200,0,0,0,0,0,0,0,0,0,,,,
chr21,26081,5216201,5216400,0,0,0,0,0,0,0,0,0,,,,
chr21,26082,5216401,5216600,0,0,0,0,0,0,0,0,0,,,,
chr21,26083,5216601,5216800,0,0,0,0,0,0,0,0,0,,,,
chr21,26084,5216801,5217000,0,0,0,0,0,0,0,0,0,,,,
chr21,26085,5217001,5217200,0,0,0,0,0,0,0,0,0,,,,
chr21,26086,5217201,5217400,0,0,0,0,0,0,0,0,0,,,,
chr21,26087,5217401,5217600,0,0,0,0,0,0,0,0,0,,,,
chr21,26088,5217601,5217800,0,0,0,0,0,0,0,0,0,,,,
chr21,26089,5217801,5218000,0,0,0,0,0,0,0,0,0,,,,
chr21,26090,5218001,5218200,0,0,0,0,0,0,0,0,0,,,,
chr21,26091,5218201,5218400,0,0,0,0,0,0,0,0,0,,,,
chr21,26092,5218401,5218600,0,0,0,0,0,0,0,0,0,,,,
chr21,26093,5218601,5218800,0,0,0,0,0,0,0,0,0,,,,
chr21,26094,5218801,5219000,0,0,0,0,0,0,0,0,0,,,,
chr21,26095,5219001,5219200,0,0,0,0,0,0,0,0,0,,,,
chr21,26096,5219201,5219400,0,0,0,0,0,0,0,0,0,,,,
chr21,26097,5219401,5219600,0,0,0,0,0,0,0,0,0,,,,
chr21,26098,5219601,5219800,0,0,0,0,0,0,0,0,0,,,,
chr21,26099,5219801,5220000,0,0,0,0,0,0,0,0,0,,,,
chr21,26100,5220001,5220200,0,0,0,0,0,0,0,0,0,,,,
chr21,26101,5220201,5220400,0,0,0,0,0,0,0,0,0,,,,
chr21,26102,5220401,5220600,0,0,0,0,0,0,0,0,0,,,,
chr21,26103,5220601,5220800,0,0,0,0,0,0,0,0,0,,,,
chr21,26104,5220801,5221000,0,0,0,0,0,0,0,0,0,,,,
chr21,26105,5221001,5221200,0,0,0,0,0,0,0,0,0,,,,
chr21,26106,5221201,5221400,0,0,0,0,0,0,0,0,0,,,,
chr21,26107,5221401,5221600,0,0,0,0,0,0,0,0,0,,,,
chr21,26108,5221601,5221800,0,0,0,0,0,0,0,0,0,,,,
chr21,26109,5221801,5222000,0,0,0,0,0,0,0,0,0,,,,
chr21,26110,5222001,5222200,0,0,0,0,0,0,0,0,0,,,,
chr21,26111,5222201,5222400,0,0,0,0,0,0,0,0,0,,,,
chr21,26112,5222401,5222600,0,0,0,0,0,0,0,0,0,,,,
chr21,26113,5222601,5222800,0,0,0,0,0,0,0,0,0,,,,
chr21,26114,5222801,5223000,0,0,0,0,0,0,0,0,0,,,,
chr21,26115,5223001,5223200,0,0,0,0,0,0,0,0,0,,,,
chr21,26116,5223201,5223400,0,0,0,0,0,0,0,0,0,,,,
chr21,26117,5223401,5223600,0,0,0,0,0,0,0,0,0,,,,
chr21,26118,5223601,5223800,0,0,0,0,0,0,0,0,0,,,,
chr21,26119,5223801,5224000,0,0,0,0,0,0,0,0,0,,,,
chr21,26120,5224001,5224200,0,0,0,0,0,0,0,0,0,,,,
chr21,26121,5224201,5224400,0,0,0,0,0,0,0,0,0,,,,
chr21,26122,5224401,5224600,0,0,0,0,0,0,0,0,0,,,,
chr21,26123,5224601,5224800,0,0,0,0,0,0,0,0,0,,,,
chr21,26124,5224801,5225000,0,0,0,0,0,0,0,0,0,,,,
chr21,26125,5225001,5225200,0,0,0,0,0,0,0,0,0,,,,
chr21,26126,5225201,5225400,0,0,0,0,0,0,0,0,0,,,,
chr21,26127,5225401,5225600,0,0,0,0,0,0,0,0,0,,,,
chr21,26128,5225601,5225800,0,0,0,0,0,0,0,0,0,,,,
chr21,26129,5225801,5226000,0,0,0,0,0,0,0,0,0,,,,
chr21,26130,5226001,5226200,0,0,0,0,0,0,0,0,0,,,,
chr21,26131,5226201,5226400,0,0,0,0,0,0,0,0,0,,,,
chr21,26132,5226401,5226600,0,0,0,0,0,0,0,0,0,,,,
chr21,26133,5226601,5226800,0,0,0,0,0,0,0,0,0,,,,
chr21,26134,5226801,5227000,0,0,0,0,0,0,0,0,0,,,,
chr21,26135,5227001,5227200,0,0,0,0,0,0,0,0,0,,,,
chr21,26136,5227201,5227400,0,0,0,0,0,0,0,0,0,,,,
chr21,26137,5227401,5227600,0,0,0,0,0,0,0,0,0,,,,
chr21,26138,5227601,5227800,0,0,0,0,0,0,0,0,0,,,,
chr21,26139,5227801,5228000,0,0,0,0,0,0,0,0,0,,,,
chr21,26140,5228001,5228200,0,0,0,0,0,0,0,0,0,,,,
chr21,26141,5228201,5228400,0,0,0,0,0,0,0,0,0,,,,
chr21,26142,5228401,5228600,0,0,0,0,0,0,0,0,0,,,,
chr21,26143,5228601,5228800,0,0,0,0,0,0,0,0,0,,,,
chr21,26144,5228801,5229000,0,0,0,0,0,0,0,0,0,,,,
chr21,26145,5229001,5229200,0,0,0,0,0,0,0,0,0,,,,
chr21,26146,5229201,5229400,0,0,0,0,0,0,0,0,0,,,,
chr21,26147,5229401,5229600,0,0,0,0,0,0,0,0,0,,,,
chr21,26148,5229601,5229800,0,0,0,0,0,0,0,0,0,,,,
chr21,26149,5229801,5230000,0,0,0,0,0,0,0,0,0,,,,
chr21,26150,5230001,5230200,0,0,0,0,0,0,0,0,0,,,,
chr21,26151,5230201,5230400,0,0,0,0,0,0,0,0,0,,,,
chr21,26152,5230401,5230600,0,0,0,0,0,0,0,0,0,,,,
chr21,26153,5230601,5230800,0,0,0,0,0,0,0,0,0,,,,
chr21,26154,5230801,5231000,0,0,0,0,0,0,0,0,0,,,,
chr21,26155,5231001,5231200,0,0,0,0,0,0,0,0,0,,,,
chr21,26156,5231201,5231400,0,0,0,0,0,0,0,0,0,,,,
chr21,26157,5231401,5231600,0,0,0,0,0,0,0,0,0,,,,
chr21,26158,5231601,5231800,0,0,0,0,0,0,0,0,0,,,,
chr21,26159,5231801,5232000,0,0,0,0,0,0,0,0,0,,,,
chr21,26160,5232001,5232200,0,0,0,0,0,0,0,0,0,,,,
chr21,26161,5232201,5232400,0,0,0,0,0,0,0,0,0,,,,
chr21,26162,5232401,5232600,0,0,0,0,0,0,0,0,0,,,,
chr21,26163,5232601,5232800,0,0,0,0,0,0,0,0,0,,,,
chr21,26164,5232801,5233000,0,0,0,0,0,0,0,0,0,,,,
chr21,26165,5233001,5233200,0,0,0,0,0,0,0,0,0,,,,
chr21,26166,5233201,5233400,0,0,0,0,0,0,0,0,0,,,,
chr21,26167,5233401,5233600,0,0,0,0,0,0,0,0,0,,,,
chr21,26168,5233601,5233800,0,0,0,0,0,0,0,0,0,,,,
chr21,26169,5233801,5234000,0,0,0,0,0,0,0,0,0,,,,
chr21,26170,5234001,5234200,0,0,0,0,0,0,0,0,0,,,,
chr21,26171,5234201,5234400,0,0,0,0,0,0,0,0,0,,,,
chr21,26172,5234401,5234600,0,0,0,0,0,0,0,0,0,,,,
chr21,26173,5234601,5234800,0,0,0,0,0,0,0,0,0,,,,
chr21,26174,5234801,5235000,0,0,0,0,0,0,0,0,0,,,,
chr21,26175,5235001,5235200,0,0,0,0,0,0,0,0,0,,,,
chr21,26176,5235201,5235400,0,0,0,0,0,0,0,0,0,,,,
chr21,26177,5235401,5235600,0,0,0,0,0,0,0,0,0,,,,
chr21,26178,5235601,5235800,0,0,0,0,0,0,0,0,0,,,,
chr21,26179,5235801,5236000,0,0,0,0,0,0,0,0,0,,,,
chr21,26180,5236001,5236200,0,0,0,0,0,0,0,0,0,,,,
chr21,26181,5236201,5236400,0,0,0,0,0,0,0,0,0,,,,
chr21,26182,5236401,5236600,0,0,0,0,0,0,0,0,0,,,,
chr21,26183,5236601,5236800,0,0,0,0,0,0,0,0,0,,,,
chr21,26184,5236801,5237000,0,0,0,0,0,0,0,0,0,,,,
chr21,26185,5237001,5237200,0,0,0,0,0,0,0,0,0,,,,
chr21,26186,5237201,5237400,0,0,0,0,0,0,0,0,0,,,,
chr21,26187,5237401,5237600,0,0,0,0,0,0,0,0,0,,,,
chr21,26188,5237601,5237800,0,0,0,0,0,0,0,0,0,,,,
chr21,26189,5237801,5238000,0,0,0,0,0,0,0,0,0,,,,
chr21,26190,5238001,5238200,0,0,0,0,0,0,0,0,0,,,,
chr21,26191,5238201,5238400,0,0,0,0,0,0,0,0,0,,,,
chr21,26192,5238401,5238600,0,0,0,0,0,0,0,0,0,,,,
chr21,26193,5238601,5238800,0,0,0,0,0,0,0,0,0,,,,
chr21,26194,5238801,5239000,0,0,0,0,0,0,0,0,0,,,,
chr21,26195,5239001,5239200,0,0,0,0,0,0,0,0,0,,,,
chr21,26196,5239201,5239400,0,0,0,0,0,0,0,0,0,,,,
chr21,26197,5239401,5239600,0,0,0,0,0,0,0,0,0,,,,
chr21,26198,5239601,5239800,0,0,0,0,0,0,0,0,0,,,,
chr21,26199,5239801,5240000,0,0,0,0,0,0,0,0,0,,,,
chr21,26200,5240001,5240200,0,0,0,0,0,0,0,0,0,,,,
chr21,26201,5240201,5240400,0,0,0,0,0,0,0,0,0,,,,
chr21,26202,5240401,5240600,0,0,0,0,0,0,0,0,0,,,,
chr21,26203,5240601,5240800,0,0,0,0,0,0,0,0,0,,,,
chr21,26204,5240801,5241000,0,0,0,0,0,0,0,0,0,,,,
chr21,26205,5241001,5241200,0,0,0,0,0,0,0,0,0,,,,
chr21,26206,5241201,5241400,0,0,0,0,0,0,0,0,0,,,,
chr21,26207,5241401,5241600,0,0,0,0,0,0,0,0,0,,,,
chr21,26208,5241601,5241800,0,0,0,0,0,0,0,0,0,,,,
chr21,26209,5241801,5242000,0,0,0,0,0,0,0,0,0,,,,
chr21,26210,5242001,5242200,0,0,0,0,0,0,0,0,0,,,,
chr21,26211,5242201,5242400,0,0,0,0,0,0,0,0,0,,,,
chr21,26212,5242401,5242600,0,0,0,0,0,0,0,0,0,,,,
chr21,26213,5242601,5242800,0,0,0,0,0,0,0,0,0,,,,
chr21,26214,5242801,5243000,0,0,0,0,0,0,0,0,0,,,,
chr21,26215,5243001,5243200,0,0,0,0,0,0,0,0,0,,,,
chr21,26216,5243201,5243400,0,0,0,0,0,0,0,0,0,,,,
chr21,26217,5243401,5243600,0,0,0,0,0,0,0,0,0,,,,
chr21,26218,5243601,5243800,0,0,0,0,0,0,0,0,0,,,,
chr21,26219,5243801,5244000,0,0,0,0,0,0,0,0,0,,,,
chr21,26220,5244001,5244200,0,0,0,0,0,0,0,0,0,,,,
chr21,26221,5244201,5244400,0,0,0,0,0,0,0,0,0,,,,
chr21,26222,5244401,5244600,0,0,0,0,0,0,0,0,0,,,,
chr21,26223,5244601,5244800,0,0,0,0,0,0,0,0,0,,,,
chr21,26224,5244801,5245000,0,0,0,0,0,0,0,0,0,,,,
chr21,26225,5245001,5245200,0,0,0,0,0,0,0,0,0,,,,
chr21,26226,5245201,5245400,0,0,0,0,0,0,0,0,0,,,,
chr21,26227,5245401,5245600,0,0,0,0,0,0,0,0,0,,,,
chr21,26228,5245601,5245800,0,0,0,0,0,0,0,0,0,,,,
chr21,26229,5245801,5246000,0,0,0,0,0,0,0,0,0,,,,
chr21,26230,5246001,5246200,0,0,0,0,0,0,0,0,0,,,,
chr21,26231,5246201,5246400,0,0,0,0,0,0,0,0,0,,,,
chr21,26232,5246401,5246600,0,0,0,0,0,0,0,0,0,,,,
chr21,26233,5246601,5246800,0,0,0,0,0,0,0,0,0,,,,
chr21,26234,5246801,5247000,0,0,0,0,0,0,0,0,0,,,,
chr21,26235,5247001,5247200,0,0,0,0,0,0,0,0,0,,,,
chr21,26236,5247201,5247400,0,0,0,0,0,0,0,0,0,,,,
chr21,26237,5247401,5247600,0,0,0,0,0,0,0,0,0,,,,
chr21,26238,5247601,5247800,0,0,0,0,0,0,0,0,0,,,,
chr21,26239,5247801,5248000,0,0,0,0,0,0,0,0,0,,,,
chr21,26240,5248001,5248200,0,0,0,0,0,0,0,0,0,,,,
chr21,26241,5248201,5248400,0,0,0,0,0,0,0,0,0,,,,
chr21,26242,5248401,5248600,0,0,0,0,0,0,0,0,0,,,,
chr21,26243,5248601,5248800,0,0,0,0,0,0,0,0,0,,,,
chr21,26244,5248801,5249000,0,0,0,0,0,0,0,0,0,,,,
chr21,26245,5249001,5249200,0,0,0,0,0,0,0,0,0,,,,
chr21,26246,5249201,5249400,0,0,0,0,0,0,0,0,0,,,,
chr21,26247,5249401,5249600,0,0,0,0,0,0,0,0,0,,,,
chr21,26248,5249601,5249800,0,0,0,0,0,0,0,0,0,,,,
chr21,26249,5249801,5250000,0,0,0,0,0,0,0,0,0,,,,
chr21,26250,5250001,5250200,0,0,0,0,0,0,0,0,0,,,,
chr21,26251,5250201,5250400,0,0,0,0,0,0,0,0,0,,,,
chr21,26252,5250401,5250600,0,0,0,0,0,0,0,0,0,,,,
chr21,26253,5250601,5250800,0,0,0,0,0,0,0,0,0,,,,
chr21,26254,5250801,5251000,0,0,0,0,0,0,0,0,0,,,,
chr21,26255,5251001,5251200,0,0,0,0,0,0,0,0,0,,,,
chr21,26256,5251201,5251400,0,0,0,0,0,0,0,0,0,,,,
chr21,26257,5251401,5251600,0,0,0,0,0,0,0,0,0,,,,
chr21,26258,5251601,5251800,0,0,0,0,0,0,0,0,0,,,,
chr21,26259,5251801,5252000,0,0,0,0,0,0,0,0,0,,,,
chr21,26260,5252001,5252200,0,0,0,0,0,0,0,0,0,,,,
chr21,26261,5252201,5252400,0,0,0,0,0,0,0,0,0,,,,
chr21,26262,5252401,5252600,0,0,0,0,0,0,0,0,0,,,,
chr21,26263,5252601,5252800,0,0,0,0,0,0,0,0,0,,,,
chr21,26264,5252801,5253000,0,0,0,0,0,0,0,0,0,,,,
chr21,26265,5253001,5253200,0,0,0,0,0,0,0,0,0,,,,
chr21,26266,5253201,5253400,0,0,0,0,0,0,0,0,0,,,,
chr21,26267,5253401,5253600,0,0,0,0,0,0,0,0,0,,,,
